Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
3018,"look, i know he's not perfect, but the truth is, at the end of the day, i still really wanna be mrs. dr. barry farber, d.d.s.",Mindy,4,neutral,301,13,1,20,"00:20:17,007","00:20:24,972"
3019,oh god.,Rachel,6,negative,301,14,1,20,"00:20:34,358","00:20:35,858"
3020,i hope you can find some way to be happy for me. and i hope you'll still be my maid of honor...?,Mindy,2,negative,301,15,1,20,"00:20:36,360","00:20:42,365"
3021,and i hope barry doesn't kill you and eat you in aruba.,Rachel,5,negative,301,16,1,20,"00:20:43,617","00:20:46,702"
3022,"listen, roberts gonna be here any second so, will one of you just tell him?",Phoebe,4,neutral,302,0,3,13,"00:16:52,761","00:16:57,015"
3023,oh.,Ross,5,negative,302,1,3,13,"00:16:57,182","00:16:58,683"
3024,"please, right now, no, every time i see him its like is it on the lose? is it watching me?",Phoebe,2,negative,302,2,3,13,"00:16:58,851","00:17:08,901"
3025,"we cant tell him, you cant go up to a guy you barely know and talk about his.... stuff.",Chandler,0,negative,302,3,3,13,"00:17:04,648","00:17:08,901"
3026,"hes right, even if its to say something complementary.",Ross,4,neutral,302,4,3,13,"00:17:11,488","00:17:15,324"
3027,hey!,Robert,6,positive,302,5,3,13,"0:17:18,787","0:17:19,288"
3028,hey.,Phoebe,4,neutral,302,6,3,13,"0:17:19,288","0:17:20,717"
3029,"so are ready for the gym? theyve got this new rock climbing wall, we can spot each other.",Robert,4,neutral,302,7,3,13,"00:17:20,831","00:17:29,505"
3030,"no, i can spot you from here.",Phoebe,4,neutral,302,8,3,13,"00:17:26,962","00:17:29,505"
3031,what?,Robert,6,negative,302,9,3,13,"00:17:32,634","00:17:34,135"
3032,"okay, listen robert...",Phoebe,4,neutral,302,10,3,13,"00:17:35,012","00:17:37,555"
3033,i dont have time for this.,Phoebe,0,negative,303,0,2,5,"00:11:10,795","00:11:12,921"
3034,"no, that is what the game is.",Monica,4,neutral,303,1,2,5,"00:11:13,089","00:11:16,758"
3035,which you just gave up really quickly.,Phoebe,4,neutral,304,0,3,5,"00:11:13,089","00:11:16,758"
3036,have you seen joey?,Chandler,4,neutral,304,1,3,5,"0:11:19,428","0:11:20,304"
3037,whats the matter?,Monica,4,neutral,304,2,3,5,"0:11:20,304","0:11:21,320"
3038,"oh, just this!  yknow what its my fault really, because the couch is usually where we",Chandler,4,neutral,304,3,3,5,"00:11:21,430","00:11:37,529"
3039,"hey, does somebody wanna hand me one of those tiles.",Joey,4,neutral,304,4,3,5,"00:11:35,236","00:11:37,529"
3040,whats going on?,Chandler,6,negative,304,5,3,5,"0:11:39,949","0:11:40,841"
3041,hes retiling my floor.,Monica,4,neutral,304,6,3,5,"0:11:40,841","0:11:42,745"
3042,yo!! spackel boy! get up!,Chandler,4,neutral,304,7,3,5,"00:11:43,244","00:11:49,624"
3043,"ah-ah-ah, now you started this, you will finish it.",Monica,0,negative,304,8,3,5,"00:11:46,622","00:11:49,624"
3044,he started mine first!,Chandler,0,negative,304,9,3,5,"00:11:49,792","00:11:51,626"
3045,"build the unit cinderelly, lay the tile cinderelly.",Phoebe,0,negative,304,10,3,5,"00:11:51,794","00:11:54,754"
3046,come on chloe! finish up with your customer first. come on chloe! come on chloe!!,Chandler,3,positive,305,0,3,15,"00:02:33,236","00:02:36,446"
3047,can i help you?,Issac,4,neutral,305,1,3,15,"00:02:39,826","00:02:40,868"
3048,uh-oh.,Chandler,2,negative,305,2,3,15,"00:02:41,244","00:02:43,162"
3049,"uh, y'know what, were having second thoughts about our copying needs. and well need a little more time to think about it.",Joey,4,neutral,305,3,3,15,"00:02:44,622","00:02:54,756"
3050,"chloe, switch with me, theres some guys here that got a crush on you.",Issac,4,neutral,305,4,3,15,"00:02:51,337","00:02:54,756"
3051,"okay, that hurt us.",Chandler,3,positive,305,5,3,15,"00:02:56,384","00:02:58,427"
3052,hi guys. i havent seen you since this morning.,Chloe,4,neutral,305,6,3,15,"00:02:59,053","00:03:02,139"
3053,"well ah, ........y'know.",Chandler,4,neutral,305,7,3,15,"00:03:02,849","00:03:07,936"
3054,"hey, what are you guys doing tomorrow night?",Chloe,4,neutral,305,8,3,15,"00:03:09,272","00:03:11,481"
3055,both of us?,Joey,6,positive,305,9,3,15,"00:03:11,983","00:03:13,358"
3056,maybe. does that scare ya?,Chloe,4,neutral,305,10,3,15,"00:03:13,735","00:03:16,028"
3057,relax. its just issacs d.j.-ing at the philly. you should come.,Chloe,4,neutral,305,11,3,15,"00:03:20,909","00:03:25,996"
3058,well be there.,Joey,3,positive,305,12,3,15,"00:03:24,037","00:03:25,996"
3059,"great. ill ah, see ya then.",Chloe,3,positive,305,13,3,15,"00:03:26,164","00:03:28,457"
3060,"all right, rock on.",Chandler,3,positive,305,14,3,15,"00:03:28,625","00:03:30,334"
3061,"umm, candles, champagne, yeah anniversaries are great.",Ross,3,positive,306,0,3,17,"00:12:45,890","00:12:50,602"
3062,"cause you know love lasts forever, y'know.",Ross,3,positive,306,1,3,17,"00:12:51,103","00:12:53,605"
3063,"nothing like it in this lifetime, money in the bank, so rachel and i broke up.",Ross,5,negative,306,2,3,17,"00:12:57,943","00:12:59,694"
3064,"oh god, ross i am so sorry.",Carol,3,positive,306,3,3,17,"00:13:01,238","00:13:03,782"
3066,"y'know what, i want to talk to you about this so much, but we should probably do it when we could really get into it, are you free for dinner tomorrow night?",Carol,4,neutral,306,4,3,17,"00:13:05,284","00:13:13,583"
3067,"oh yeah, id love that.",Ross,3,positive,306,5,3,17,"00:13:11,332","00:13:13,583"
3068,"oh, great! me too.",Carol,3,positive,306,6,3,17,"00:13:13,751","00:13:14,751"
3069,i guess it all started when rachel got this new job.,Ross,4,neutral,306,7,3,17,"00:13:14,919","00:13:18,588"
3070,and why do you care so much?,Ross,4,neutral,307,0,4,17,"00:04:07,330","00:04:08,664"
3071,because! you could get to live out my fantasy!,Monica,3,positive,307,1,4,17,"00:04:08,831","00:04:12,542"
3072,you had fantasies about emily?,Ross,5,negative,307,2,4,17,"00:04:13,169","00:04:15,170"
3073,"no! yknow,",Monica,4,neutral,307,3,4,17,"00:04:16,673","00:04:18,000"
3074,is that why in junior high you were the only one that hung out with that ukrainian kid?,Ross,4,neutral,307,4,4,17,"00:04:25,098","00:04:29,601"
3075,"yeah that, plus his mom used to put sour cream on everything!",Monica,4,neutral,307,5,4,17,"00:04:30,853","00:04:35,440"
3077,do you love her?,Monica,4,neutral,307,6,4,17,"00:04:37,026","00:04:38,028"
3078,"we said it was only going to be two weeks, yknow?",Ross,4,neutral,307,7,4,17,"00:04:39,362","00:04:42,364"
3079,you love her!,Monica,6,positive,307,8,4,17,"00:04:43,658","00:04:45,200"
3080,what-what is love really?,Ross,4,neutral,307,9,4,17,"00:04:45,868","00:04:48,370"
3081,"ohhh, i",Monica,4,neutral,307,10,4,17,"00:04:48,955","00:05:07,764"
3082,i am a good kisser.,Ross,4,neutral,307,11,4,17,"00:05:08,808","00:05:10,851"
3083,"then you two can, can sneak into the cockpit, and things will start to heat up, and then a stewardess comes in  ive been watching too much porn.",Monica,4,neutral,307,12,4,17,"00:05:12,186","00:05:22,237"
3084,so basically this is very easy. you read from the script and try to sell as much toner as you possibly can.,Supervisor,4,neutral,308,0,7,13,"00:04:13,544","00:04:19,341"
3085,"okay, i can do that! oh, by the way, i",Phoebe,3,positive,308,1,7,13,"00:04:19,509","00:04:24,846"
3086,why dont we do a trial run.,Supervisor,4,neutral,308,2,7,13,"00:04:25,014","00:04:28,141"
3087,"oh okay. umm, all right.  hi, this is phoebe from empire office supplies, can i speak to your supply manager please?",Phoebe,4,neutral,308,3,7,13,"00:04:28,768","00:04:37,317"
3088,im the supply manager.,Supervisor,4,neutral,308,4,7,13,"00:04:37,485","00:04:39,069"
3089,"umm, okay i would like to talk to you about your toner needs.",Phoebe,4,neutral,308,5,7,13,"00:04:39,237","00:04:41,488"
3090,"kathy! kathy! hi!! kathy! kathy! (she doesn't hear him and keeps running, chandler starts chasing her as the theme to",Chandler,3,positive,309,0,4,5,"00:11:45,121","00:12:26,161"
3091,"hey, chandler! what are you doing here?",Kathy,6,positive,309,1,4,5,"00:12:26,704","00:12:29,414"
3092,"oh, i just wanted to say, ""hey!""",Chandler,3,positive,309,2,4,5,"00:12:31,208","00:12:32,917"
3093,hey!,Kathy,4,neutral,309,3,4,5,"0:12:34,003","0:12:34,555"
3094,okay.,Chandler,4,neutral,309,4,4,5,"0:12:34,555","0:12:37,055"
3095,"oh, hey, mon, do you still have your like old blouses and dresses from high school?",Phoebe,4,neutral,310,0,4,13,"00:02:02,455","00:02:06,375"
3096,"yeah, i think i have some around here somewhere. why?",Monica,4,neutral,310,1,4,13,"00:02:07,127","00:02:09,545"
3097,"well, its just that maternity clothes are so expensive.",Phoebe,3,positive,310,2,4,13,"00:02:09,712","00:02:11,880"
3098,"hey, rach! i made a pile of your stuff over on this side of the room. if you could justthrow your purses at it.",Monica,5,negative,310,3,4,13,"00:02:14,717","00:02:22,516"
3099,bloomingdales,Rachel,4,neutral,310,4,4,13,"00:02:23,059","00:02:25,394"
3100,"oh my god, are you out of a job?",Monica,6,negative,310,5,4,13,"00:02:27,021","00:02:30,315"
3101,"no, but they stuck me in personal shopping. which is just a",Rachel,5,negative,310,6,4,13,"00:02:27,021","00:02:32,693"
3102,okay!,Phoebe,4,neutral,311,0,4,9,"0:00:04,879","0:00:06,801"
3103,"come on, no peeking!",Monica,3,positive,311,1,4,9,"0:00:06,801","0:00:07,312"
3104,our eyes are closed and were about to cross the street. very good.,Chandler,3,positive,311,2,4,9,"00:00:07,424","00:00:11,343"
3105,"okayyyyy, open up!",Phoebe,3,positive,311,3,4,9,"00:00:11,511","00:00:13,303"
3106,what did you want to show us? because all i can see is this,Ross,4,neutral,311,4,4,9,"00:00:17,183","00:00:22,604"
3107,"yeah, its for our catering business!",Phoebe,3,positive,311,5,4,9,"00:00:24,149","00:00:25,774"
3108,i think i know that girl.,Joey,4,neutral,311,6,4,9,"00:00:25,942","00:00:27,985"
3109,"all right, umm, were not gonna really keep it this way though.",Monica,3,positive,311,7,4,9,"0:00:30,113","0:00:33,005"
3110,no?,Rachel,6,negative,311,8,4,9,"0:00:33,005","0:00:33,762"
3111,"no, were gonna paint over the sword, and replace it with a baguette.",Phoebe,4,neutral,311,9,4,9,"00:00:33,867","00:00:36,910"
3112,oh!,Rachel,6,positive,311,10,4,9,"00:00:37,078","00:00:38,746"
3113,"and also, we dont know what to do with this.",Phoebe,4,neutral,311,11,4,9,"00:00:38,913","00:00:42,166"
3114,"oh yeah, i definitely know her.",Joey,4,neutral,311,12,4,9,"00:00:44,961","00:00:47,212"
3115,"you dont know?! rach, you balded my girlfriend!",Ross,4,neutral,312,0,3,25,"00:16:14,598","00:16:16,766"
3116,"all right! ross, do you think its easy for me to see you with somebody else?",Rachel,0,negative,312,1,3,25,"00:16:16,934","00:16:23,439"
3117,"y'know, hey! youre the one who ended it, remember?",Ross,0,negative,312,2,3,25,"00:16:23,607","00:16:25,650"
3118,"yeah, because i was",Rachel,4,neutral,312,3,3,25,"00:16:25,818","00:16:29,862"
3119,you still love me?,Ross,5,negative,312,4,3,25,"0:16:31,240","0:16:32,283"
3120,noo.,Rachel,5,negative,312,5,3,25,"0:16:32,283","0:16:34,132"
3121,you still love me.,Ross,4,neutral,312,6,3,25,"00:16:35,869","00:16:37,662"
3122,"oh, y-yeah, so, you-you love me!",Rachel,6,positive,312,7,3,25,"00:16:37,830","00:16:40,331"
3123,"noo, nnnnn. what does this mean? what do you, i mean do you wanna, get back together?",Ross,6,positive,312,8,3,25,"00:16:45,629","00:16:50,049"
3124,noo!,Rachel,0,negative,312,9,3,25,"0:16:50,217","0:16:50,301"
3125,maybe!,Rachel,6,positive,312,10,3,25,"0:16:50,301","0:16:52,780"
3126,"i, i dont know.",Rachel,4,neutral,312,11,3,25,"00:16:52,886","00:16:54,512"
3127,"ross, i still cant forgive you for what you did, i cant, i just, but sometimes when im with you i just, i feel so...",Rachel,5,negative,312,12,3,25,"00:16:56,890","00:17:07,442"
3128,what?!,Ross,5,negative,312,13,3,25,"00:17:07,609","00:17:08,735"
3129,"i just, i feel, i-i just...",Rachel,4,neutral,312,14,3,25,"00:17:09,862","00:17:15,575"
3130,what?,Ross,4,neutral,312,15,3,25,"00:17:13,323","00:17:15,575"
3131,i feel...,Rachel,4,neutral,312,16,3,25,"00:17:16,201","00:17:17,702"
3132,"noo!! i dont care! im not, im not gonna playing one-on-one strip poker with you for practice!",Chandler,0,negative,312,17,3,25,"00:17:25,669","00:17:31,799"
3133,but i made cards!!,Joey,5,negative,312,18,3,25,"00:17:31,967","00:17:34,052"
3134,well! good night.  im going upstairs.,Rachel,4,neutral,312,19,3,25,"00:17:35,179","00:17:41,100"
3135,good night.,Joey,4,neutral,312,20,3,25,"00:17:41,351","00:17:43,227"
3136,wanna play strip poker for practice?,Joey,5,negative,312,21,3,25,"00:17:50,110","00:17:52,320"
3137,what are you doing?,Joey,4,neutral,313,0,6,1,"00:21:29,705","00:21:30,746"
3138,the keys stuck in the lock.,Chandler,4,neutral,313,1,6,1,"00:21:30,956","00:21:32,456"
3139,i can fix it. hold on.  look out. look out.,Joey,4,neutral,313,2,6,1,"00:21:32,666","00:21:37,753"
3140,it still doesnt work.,Chandler,3,positive,313,3,6,1,"00:21:44,052","00:21:45,261"
3142,"isnt it incredible?! monica and chandler, gettin married.",Rachel,3,positive,314,0,6,25,"00:02:29,232","00:02:34,611"
3143,"i know, theyre gonna be",Phoebe,3,positive,314,1,6,25,"00:02:34,863","00:02:37,906"
3144,"ohh i mean two best friends falling in love, how often does that happen?",Rachel,3,positive,314,2,6,25,"00:02:38,324","00:02:41,034"
3145,not,Phoebe,4,neutral,314,3,6,25,"00:02:41,286","00:02:43,245"
3146,no! im so happy for them!,Rachel,3,positive,314,4,6,25,"00:02:44,247","00:02:45,831"
3147,me too! so happy for them!,Phoebe,3,positive,314,5,6,25,"00:02:46,082","00:02:48,500"
3149,"oh no! no god, definitely not jealous!",Phoebe,4,neutral,314,7,6,25,"00:02:52,172","00:02:56,008"
3150,"i mean im probably 98% happy, maybe 2% jealous. and i mean whats 2%? thats nothing.",Rachel,4,neutral,314,8,6,25,"00:03:05,018","00:03:06,518"
3151,totally. im like 90/10.,Phoebe,3,positive,314,9,6,25,"00:03:06,769","00:03:13,400"
3152,yeah me too.,Rachel,4,neutral,314,10,6,25,"00:03:10,982","00:03:13,400"
3153,"hey uh, have you guys scene chandler?",Joey,4,neutral,314,11,6,25,"00:03:17,530","00:03:20,365"
3154,"whno, but yknow who did stop in here looking for ya, tennille.",Rachel,4,neutral,314,12,6,25,"00:03:23,953","00:03:28,081"
3155,remember that guy from cooking school i told you about that put cilantro with everything?,Monica,4,neutral,315,0,4,9,"00:01:38,056","00:01:41,308"
3156,"oh sure, cilantro larry.",Phoebe,4,neutral,315,1,4,9,"00:01:41,476","00:01:43,310"
3157,"well, im gonna fill in for him as food critic for the chelsea reporter.",Monica,3,positive,315,2,4,9,"00:01:44,145","00:01:47,606"
3158,"wow, monica! what an amazing opportunity to influence dozens of people.",Monica,3,positive,315,3,4,9,"00:01:47,774","00:01:54,321"
3159,"how could you say yes, what about our catering business?",Phoebe,0,negative,315,4,4,9,"00:01:56,950","00:01:59,159"
3160,"oh no-no-no, its only one night a week, and plus i get to take all of you out for a",Monica,4,neutral,315,5,4,9,"00:01:59,327","00:02:03,956"
3161,yay!!,All,3,positive,315,6,4,9,"00:02:04,124","00:02:05,290"
3162,"oh, in that caseyay!  that was me hopping on board.",Phoebe,3,positive,315,7,4,9,"00:02:05,458","00:02:13,006"
3163,oh.,Monica,3,positive,315,8,4,9,"00:02:12,000","00:02:13,006"
3164,"hey, you guys! hey, ross, quick question for ya. are you ready to party?",Chandler,3,positive,315,9,4,9,"00:02:13,883","00:02:19,680"
3165,hello.,Joey,4,neutral,316,0,4,8,"00:00:04,379","00:00:05,421"
3166,"hey, its me.",Chandler,4,neutral,316,1,4,8,"00:00:05,588","00:00:07,000"
3167,"i know you cant stand to be in the same room as me, so i just thought id try and apologize over the phone.",Chandler,5,negative,316,2,4,8,"00:00:05,588","00:00:11,552"
3169,hello.,Joey,4,neutral,316,3,4,8,"00:00:16,516","00:00:18,100"
3170,"look i never should have kissed your girlfriend, but im",Chandler,2,negative,316,4,4,8,"00:00:19,019","00:00:22,187"
3171,stop callin!!,Joey,0,negative,316,5,4,8,"00:00:26,067","00:00:27,109"
3172,"hey! hey! hey! this is 92.3, wxrk, k-rock for our $1,000 daily challenge.",Voice,3,positive,316,6,4,8,"00:00:27,277","00:00:34,283"
3173,all right!,Joey,4,neutral,316,7,4,8,"00:00:34,451","00:00:35,701"
3174,"what is the name of your roommate who is very, very sorry and would do anything",Voice,4,neutral,316,8,4,8,"00:00:35,869","00:00:41,874"
3175,joseph francis tribbiani are you home yet?!!,Phoebe,4,neutral,317,0,7,11,"00:03:26,247","00:03:30,375"
3176,"umm, i think hes still out. whats wrong?",Rachel,3,positive,317,1,7,11,"00:03:30,543","00:03:32,586"
3177,"well, ill tell you rachel karen green, i had plans with joey tonight and he left me this note.",Phoebe,4,neutral,317,2,7,11,"00:03:32,754","00:03:38,342"
3178,"""pheebs, cant make it, got a date. talk to you later. big daddy.""  big daddy?",Rachel,0,negative,317,3,7,11,"00:03:39,093","00:03:44,139"
3179,oh thats a nickname we were trying out.,Phoebe,4,neutral,317,4,7,11,"00:03:45,266","00:03:48,060"
3180,"hey, yknow what nickname never caught on? the ross-a-tron!",Ross,3,positive,317,5,7,11,"0:03:48,228","0:03:51,750"
3181,hey!,Joey,3,positive,317,6,7,11,"0:03:51,750","0:03:52,581"
3182,oh! heres joseph francis!,Phoebe,3,positive,317,7,7,11,"00:03:55,401","00:03:58,195"
3183,oh-wha-ho! what are you middle naming me for?! i left you a note!,Joey,6,negative,317,8,7,11,"00:03:58,363","00:04:03,408"
3184,so what?! that doesnt give you the right to ditch me!,Phoebe,0,negative,317,9,7,11,"00:04:03,576","00:04:05,953"
3185,"hey, you can cancel plans with friends if there is the possibility for sex!",Joey,0,negative,317,10,7,11,"00:04:06,120","00:04:10,332"
3186,"phoebe hes right, that is the rule.",Ross,4,neutral,317,11,7,11,"00:04:10,500","00:04:12,292"
3187,i dont accept this rule.,Phoebe,0,negative,317,12,7,11,"00:04:12,460","00:04:13,752"
3188,"when we make plans, i expect you to show up.",Phoebe,0,negative,317,13,7,11,"00:04:13,920","00:04:16,338"
3189,"okay, i cant just be a way to kill time til you meet someone better!",Phoebe,0,negative,317,14,7,11,"00:04:16,506","00:04:19,758"
3190,"yknow boyfriends and girlfriends come and go, but this  is for life!",Phoebe,0,negative,317,15,7,11,"00:04:19,926","00:04:24,638"
3191,did you know he was in there?,Rachel,4,neutral,318,0,7,10,"00:01:26,294","00:01:28,629"
3192,no.,Monica,4,neutral,318,1,7,10,"00:01:27,629","00:01:28,629"
3193,how long have we been home?,Chandler,4,neutral,318,2,7,10,"0:01:30,215","0:01:31,567"
3194,about a half an hour.,Monica,4,neutral,318,3,7,10,"0:01:31,567","0:01:32,947"
3195,love,Chandler,4,neutral,318,4,7,10,"00:01:33,051","00:01:34,053"
3196,"lights.  uh, romantic lights.",Pete,4,neutral,319,0,3,23,"00:17:35,387","00:17:40,058"
3197,"ooh, nice.",Monica,3,positive,319,1,3,23,"00:17:40,476","00:17:42,977"
3198,"so ah, there was this thing i wanted to talk to you about.",Pete,4,neutral,319,2,3,23,"00:17:43,145","00:17:46,564"
3199,"oh, right! i completely forgot about that.",Monica,4,neutral,319,3,3,23,"00:17:47,024","00:17:50,610"
3200,"well ah, ive been doing a lot of thinking, and i look at my life",Pete,4,neutral,319,4,3,23,"00:17:53,489","00:17:59,494"
3201,yeah?,Monica,4,neutral,319,5,3,23,"00:17:57,951","00:17:59,494"
3202,"and i feel like ive conquered the business world, and i feel like ive conquered the intellectual world, and now i-i have the most beautiful woman in the world.",Pete,0,negative,319,6,3,23,"00:17:59,661","00:18:10,630"
3203,wow.,Monica,6,positive,319,7,3,23,"00:18:12,216","00:18:13,591"
3204,theres one thing missing.,Pete,5,negative,319,8,3,23,"00:18:14,676","00:18:16,385"
3205,whats that?,Monica,4,neutral,319,9,3,23,"00:18:17,679","00:18:18,930"
3206,its time for me to conquer the physical world.,Pete,4,neutral,319,10,3,23,"00:18:20,516","00:18:23,559"
3207,okay.,Monica,4,neutral,319,11,3,23,"00:18:26,063","00:18:27,563"
3208,"monica, i want to become  the ultimate fighting champion.",Pete,4,neutral,319,12,3,23,"00:18:28,857","00:18:38,241"
3209,you wanna what?!,Monica,6,negative,319,13,3,23,"00:18:36,532","00:18:38,241"
3210,"i want to become the ultimate fighting champion! its the most intense physical competition in the world, its banned in 49 states!",Pete,3,positive,319,14,3,23,"00:18:39,034","00:18:45,957"
3211,what are you talking about?,Monica,6,negative,319,15,3,23,"00:18:46,542","00:18:48,376"
3212,"okay, my trainer, ho chi, is teaching me a combination of gee koon doe and brazilian street fighting, ive even had my own octagon training ring designed.",Pete,4,neutral,319,16,3,23,"00:18:48,544","00:18:56,592"
3213,and i suppose you used a ring designer for that.,Monica,3,positive,319,17,3,23,"00:18:56,760","00:18:59,679"
3214,yeah.,Pete,4,neutral,319,18,3,23,"00:19:00,055","00:19:01,389"
3215,"monica, i want you there in the front row when i win.",Pete,3,positive,319,19,3,23,"00:19:02,307","00:19:05,810"
3216,i want you close enough to smell the blood.,Pete,3,positive,319,20,3,23,"00:19:05,978","00:19:08,479"
3217,what do you think?,Pete,4,neutral,319,21,3,23,"00:19:10,482","00:19:12,150"
3218,my parents will be so happy.,Monica,1,negative,319,22,3,23,"00:19:13,402","00:19:15,653"
3219,okay to come in?,Chandler,4,neutral,320,0,6,16,"00:19:56,653","00:20:00,156"
3220,"yeah, come on, eat, whatever you want. dr. roger got beeped again.",Monica,4,neutral,320,1,6,16,"00:19:56,653","00:20:02,366"
3221,"yeah i know, guess who beeped him?",Chandler,4,neutral,320,2,6,16,"00:20:02,534","00:20:04,994"
3222,what?!,Monica,6,negative,320,3,6,16,"0:20:07,080","0:20:07,706"
3223,im the ruptured spleen.,Chandler,5,negative,320,4,6,16,"0:20:07,706","0:20:10,359"
3224,why would you do that?,Monica,3,positive,320,5,6,16,"00:20:11,919","00:20:15,504"
3225,because you shouldnt be with him.  you should be with me.,Chandler,5,negative,320,6,6,16,"00:20:19,134","00:20:20,676"
3226,really?,Monica,6,positive,320,7,6,16,"00:20:23,180","00:20:25,306"
3228,"when you were talking about roger, that was killing me!",Chandler,5,negative,320,8,6,16,"00:20:23,180","00:20:27,892"
3229,"look, things like last night they dont just happen.",Chandler,4,neutral,320,9,6,16,"00:20:28,060","00:20:30,394"
3231,or at least not to me.,Chandler,4,neutral,320,10,6,16,"00:20:30,562","00:20:34,732"
3232,"or with the other two women, in the morning yknow i was just lying there and i couldnt wait to just go hang out with my friends, but with you i always yknow with a friend.",Chandler,4,neutral,320,11,6,16,"00:20:36,944","00:20:48,287"
3233,chandler!,Monica,6,positive,320,12,6,16,"00:20:49,122","00:20:52,708"
3234,"i know you probably dont want to go out with me, yknow because i make too many jokes and ive never been in a serious relationship and i guess im not technically a ""doctor""",Chandler,5,negative,320,13,6,16,"00:20:49,122","00:20:59,423"
3235,"there was just one woman, wasnt there?",Monica,4,neutral,320,14,6,16,"00:21:07,683","00:21:09,892"
3236,"no, there were two.",Chandler,4,neutral,320,15,6,16,"00:21:10,769","00:21:12,270"
3237,including me?,Monica,6,positive,320,16,6,16,"0:21:12,521","0:21:13,413"
3238,oh yeah.,Chandler,3,positive,320,17,6,16,"0:21:13,413","0:21:14,399"
3239,hey!,Phoebe,3,positive,321,0,8,7,"0:16:33,659","0:16:34,301"
3240,welcome back!,Eric,3,positive,321,1,8,7,"0:16:34,301","0:16:36,092"
3241,hey!  can we pick up where we left off?,Phoebe,3,positive,321,2,8,7,"00:16:38,288","00:16:40,915"
3242,"i dont know, im still pretty tired out from this afternoon.",Eric,4,neutral,321,3,8,7,"00:16:41,083","00:16:42,792"
3243,why?,Phoebe,6,positive,321,4,8,7,"0:16:42,960","0:16:43,586"
3244,"uh, the sex.",Eric,4,neutral,321,5,8,7,"0:16:43,586","0:16:45,311"
3245,what sex?,Phoebe,6,positive,321,6,8,7,"0:16:45,421","0:16:46,339"
3246,our sex.,Eric,3,positive,321,7,8,7,"0:16:46,339","0:16:47,400"
3247,we didnt have sex.,Phoebe,6,positive,321,8,8,7,"00:16:47,506","00:16:48,881"
3248,"well if i didnt have sex with you, i had sex with someone that looked an awful lot like",Eric,4,neutral,321,9,8,7,"00:16:47,506","00:16:53,720"
3249,ew! ew! ew! ew! ew! ew!,Phoebe,1,negative,321,10,8,7,"0:16:55,889","0:16:59,226"
3250,oh no! oh no! oh no! oh no! no! no! no!,Eric,1,negative,321,11,8,7,"0:16:59,226","0:17:00,332"
3251,oh my god stu! i-i cant believe you did this! now are you absolutely sure shes a hooker?,Monica,1,negative,322,0,8,8,"00:14:17,189","00:14:22,569"
3252,"either that or shes just the best, most expensive date i ever had.",Stu,6,negative,322,1,8,8,"00:14:22,820","00:14:26,531"
3253,would you look at them. am i ever gonna find a boyfriend again? i gonna die an old maid.,Monica,5,negative,323,0,3,25,"00:02:23,935","00:02:31,316"
3254,im your mother.,Phoebe Sr.,4,neutral,324,0,4,1,"0:00:09,551","0:00:10,427"
3255,ehh?,Phoebe,6,negative,324,1,4,1,"0:00:10,427","0:00:11,614"
3256,"oh, and then monica joked that she wouldnt go out with a guy like chandler...",Joey,4,neutral,324,2,4,1,"00:00:11,720","00:00:14,430"
3257,hi there.,Chandler,4,neutral,324,3,4,1,"00:00:14,597","00:00:16,098"
3258,"...and he couldnt let it go, and... i dont really know what happened with that either.",Joey,4,neutral,324,4,4,1,"00:00:14,597","00:00:20,394"
3260,"and then rosss new girlfriend, bonnie, shows up and rachel convinced her to save her head.",Joey,4,neutral,324,5,4,1,"00:00:16,266","00:00:30,404"
3261,"and then ross and rachel kiss, and now ross has to choose between rachel and the bald girl and i dont know what happened there either...",Joey,4,neutral,324,6,4,1,"00:00:22,939","00:00:30,404"
3262,"y'know what, hold on, let me go get chandler.",Joey,4,neutral,324,7,4,1,"00:00:30,572","00:00:32,823"
3263,"uh mr. morse, can i speak to you for a moment?",Ross,4,neutral,325,0,7,18,"00:19:50,480","00:19:53,441"
3264,"well yeah, i lied before.",Phoebe,5,negative,326,0,8,1,"00:20:55,587","00:20:58,130"
3265,oh!,Rachel,6,positive,326,1,8,1,"00:20:58,298","00:20:59,590"
3266,oh god,Monica,6,positive,326,2,8,1,"00:20:58,298","00:21:03,010"
3267,now you know how you really feel about it.,Phoebe,4,neutral,326,3,8,1,"0:21:03,178","0:21:05,100"
3268,"oh-oh, thats a risky little game!",Rachel,6,negative,326,4,8,1,"0:21:05,100","0:21:08,064"
3269,are you really gonna do this?,Monica,2,negative,326,5,8,1,"00:21:11,353","00:21:12,853"
3270,yeah. im gonna have a baby. im gonna have a baby. im gonna have a baby!,Rachel,3,positive,326,6,8,1,"00:21:15,023","00:21:18,442"
3271,with who?,Phoebe,4,neutral,326,7,8,1,"0:21:30,330","0:21:30,789"
3272,"ah, its still not the time.",Rachel,4,neutral,326,8,8,1,"0:21:30,789","0:21:33,954"
3273,you said i was boring--ohh!,Phoebe,0,negative,327,0,5,22,"00:18:18,555","00:18:21,265"
3274,when did i say you were boring?!,Ross,4,neutral,327,1,5,22,"00:18:24,269","00:18:25,770"
3275,"oh my god, i remember now! we were playing chess!",Phoebe,6,positive,327,2,5,22,"00:18:25,979","00:18:29,065"
